"country_name","country_code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"nigeria","nga",NA,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,NA,NA
"nicaragua","nic",NA,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,NA,NA
"netherlands","nld",NA,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33730,33730,33720,33720,33690,33690,33670,33670,33670,33670,33670,33670,33670,33670,33670,NA,NA
"norway","nor",NA,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365122.96,365108,365190.7,365145.73,365123,365108,365094,364285,364270,364270,364270,NA,NA
"nepal","npl",NA,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143000,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,NA,NA
"nauru","nru",NA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,NA,NA
"new zealand","nzl",NA,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,NA,NA
"oecd members","oed",NA,35163999.7,35163979.7,35163989.7,35163989.7,35163979.7,35163969.7,35163959.7,35163949.7,35163949.7,35163939.7,35163929.7,35163829.7,35163829.7,35163799.7,35163579.7,35163499.7,35163379.7,35163379.7,35163340.41,35163160.41,35163240.41,35163030.41,35162990.41,35161500.49,35161400.57,35161500.65,35161400.73,35161390.81,35161390.89,35161390.97,35161391.05,35348828.13,35474178.21,35474168.29,35474158.37,35474047.15,35473945.94,35473914.72,35473873.5,35510698.74,35510447.52,35510976.3,35511365.08,35511083.85,35510962.63,35510341.41,35510440.18,35495440.78,35496329.78,35497770.59,35497545.79,35497964.89,35499339.75,35500025.59,35499499.23,35509610.06,35508886.78,35509655.21,35509602.63,35508806.27,35332033.86,35310296.2,NA,NA,NA
"oman","omn",NA,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,NA,NA
"other small states","oss",NA,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,226754,269144,269144,262221,262221,262221,262221,262221,262221,262221,262221,262221,262221,260538,260538,273988,273988,273988,273988,273988,273955,273955,275035,275035,275035,275062,274342,274918,274918,274918,274918,274898,NA,NA,NA
"pakistan","pak",NA,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,NA,NA
"panama","pan",NA,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74120,74120,74120,74120,74180,74180,74180,74180,74180,74180,NA,NA
"peru","per",NA,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,NA,NA
"philippines","phl",NA,298260,298260,298260,298260,298260,298260,298260,298260,298260,298260,298260,298260,298230,298190,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,NA,NA
"palau","plw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,NA,NA
"papua new guinea","png",NA,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,NA,NA
"poland","pol",NA,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306240,306330,306330,306320,306320,306300,306280,306280,306230,306220,306210,306190,306190,306190,306190,306170,306110,306130,306100,306090,306270,NA,NA
"pre-demographic dividend","pre",NA,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690781,17690381,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17689981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17790981,17810963.63,17811006.33,17810985.03,17811013.61,17811038.49,17808000.59,17808706.1,17808984.99,20308908.12,20308688.28,20308675.19,20308727.78,20308716.46,20308710.23,20308716.71,20308719.55,20308679.83,20308679.83,20308679.83,NA,NA,NA
"puerto rico (us)","pri",NA,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,NA,NA
"korea, dem. people's rep.","prk",NA,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,NA,NA
"portugal","prt",NA,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91470,91470,91470,91470,91590,91590,91590,91590,91605.2,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,NA,NA
"paraguay","pry",NA,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,396012.042,396012.03,NA,NA
"west bank and gaza","pse",NA,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6025,6025,6025,NA,NA
"pacific island small states","pss",NA,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,62860,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64150,64150,64150,64150,64150,64150,NA,NA,NA
"post-demographic dividend","pst",NA,30270187.7,30270167.7,30270177.7,30270177.7,30270167.7,30270157.7,30270147.7,30270137.7,30270137.7,30270127.7,30270117.7,30270017.7,30270017.7,30269987.7,30269757.7,30269677.7,30269547.7,30269547.7,30269508.41,30269328.41,30269408.41,30269188.41,30269148.41,30267658.49,30267558.57,30267658.65,30267558.73,30267548.81,30267548.89,30267548.97,30267549.05,31239757.13,31316971.21,31316947.29,31316987.37,31316932.15,31316831.94,31316704.72,31316669.5,31353509.74,31353260.52,31350930.3,31351400.08,31351030.85,31350877.63,31350303.01,31350360.38,31335376.98,31336242.28,31337688.29,31337949.69,31338155.79,31336042.05,31336592.89,31336149.63,31346212.56,31345982.58,31346287.11,31346281.53,31345475.17,31168702.86,31167592.2,NA,NA,NA
"french polynesia","pyf",NA,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,NA,NA
"qatar","qat",NA,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11490,11490,11490,11490,11490,11490,11490,11490,11490,11490,NA,NA
"romania","rou",NA,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,230340,229350,229350,229460,229460,229460,229510,229490,229520,229530,229590,229600,229710,229710,229870,229950,230000,229980,229980,229890,229900,230060,230050,230170,230020,230030,230080,230080,230080,230080,230080,230080,230080,230080,230080,230080,NA,NA
"russian federation","rus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16389950,16386180,16381330,16378380,16377960,16378650,16381300,16388510,16381340,16380440,16380940,16380980,16381230,16381390,16377740,16377740,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,NA,NA
"rwanda","rwa",NA,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,NA,NA
"south asia","sas",NA,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3356093,3349170,3349170,3349170,3349170,3349170,3349170,3349520,3349520,3349520,3349520,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347837,3347020,3347047,3347047,3347014,3347014.47,3347010,3347010,3347010,NA,NA,NA
"saudi arabia","sau",NA,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,NA,NA
"sudan","sdn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,1868000,NA,NA
"senegal","sen",NA,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,NA,NA
"singapore","sgp",NA,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,675,687,689,689,694,695,700,700,702,704,706,707,709,709,709,712,714,716,718,718,718,718,NA,NA
"solomon islands","slb",NA,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,NA,NA
"sierra leone","sle",NA,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,NA,NA
"el salvador","slv",NA,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,NA,NA
"san marino","smr",NA,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,NA,NA
"somalia, fed. rep.","som",NA,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,NA,NA
"serbia","srb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,84090,84090,84090,84090,NA,NA
"sub-saharan africa (excluding high income)","ssa",NA,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140731,20140331,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20139931,20240931,20240931,20240931,20240931,20240931,20240931,20240931,20240931,20240931,20240931,20240931,20260913.63,20260956.33,20260935.03,20260963.61,20260988.49,20261000.59,20261706.1,20261951.99,22761875.12,22761847.28,22761834.19,22761886.78,22761875.46,22761869.23,22761875.71,22761871.55,22761828.83,22761831.83,22761831.83,NA,NA,NA
"south sudan","ssd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631930,631930,631930,631930,631930,631930,631930,631930,631930,631930,631930,631930,NA,NA
"sub-saharan africa","ssf",NA,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20141191,20140791,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,20140391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21241391,21389970.93,21390016.13,21390008.23,21390054.81,21390016.79,21390049.19,21390737.1,21390987.09,23890917.22,23890879.38,23890832.49,23890886.18,23890893.96,23890882.03,23890897.11,23890902.45,23890860.23,23890863.23,23890863.23,NA,NA,NA
"small states","sst",NA,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688091.61,688231.61,688231.61,688231.61,688231.61,688231.61,688141.61,688141.61,688141.61,688141.61,688141.61,688141.61,688141.61,688141.61,688141.61,688141.61,688141.61,689481.61,731871.61,731871.61,724948.61,724948.61,724948.61,724948.61,724948.61,724948.61,724948.61,724948.61,724948.61,724948.61,723265.61,723265.61,736715.61,736715.61,736715.61,736715.61,736715.61,736682.61,736682.61,737762.61,737762.61,737762.61,737789.61,737019.61,737595.61,737595.61,737595.61,737595.61,737575.61,NA,NA,NA
"sao tome and principe","stp",NA,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,NA,NA
"suriname","sur",NA,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,160507.61,NA,NA
"slovak republic","svk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48110,48100,48100,48100,48100,48100,48090,48091,48088,48088,48088,48080,48082,48080,48080,48080,48080,48080,48080,48080,48080,NA,NA
"slovenia","svn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20146.2,20145.8,20146.2,20146,20145.7,20140,20140,20142.6,20142,20138.1,20136.4,20136.4,20136.4,20136.4,20136.4,20134.5,NA,NA
"sweden","swe",NA,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407310.64,407310.64,407310.64,407310.64,407280,407280,407280,407280,407270,NA,NA
"eswatini","swz",NA,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,NA,NA
"sint maarten (dutch part)","sxm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,34,34,34,34,34,34,34,34,34,34,NA,NA
"seychelles","syc",NA,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,NA,NA
"syrian arab republic","syr",NA,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183590,183570,183570,183630,183640,183640,183640,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,183630,NA,NA
"turks and caicos islands","tca",NA,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,NA,NA
"chad","tcd",NA,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1259600,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,NA,NA
"east asia & pacific (ida & ibrd countries)","tea",NA,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801898.74,15801868.74,15801828.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15801808.74,15803148.74,15803148.74,15803148.74,15803148.74,15803138.74,15803128.74,15803128.74,15803128.74,15803128.74,15854637.74,15854661.94,15854121.17,15860887.76,15860525.52,15863231.89,15866314.49,15866126.89,15866156.89,15866117.13,15866436.42,15866415.95,15866448.95,15865930.38,15866293.92,15866308.4,15866011.4,15865947.4,15865923,15865926,15866144.8,15881181.47,15881181.26,NA,NA,NA
"europe & central asia (ida & ibrd countries)","tec",NA,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1444290,1443300,1443300,1443410,22889015,22885289,22880465,22877475,22877141,22877832,22880311,22887140,22890540,22889581,22888400,22888479,22888854,22888926,22986195,22985978,22985070,22985119,22985054,22985051,22984881,22984900,22983795,22988615,22988623,22988632,22988690.3,22988583.9,22985330.6,22985363,22985312,NA,NA,NA
"togo","tgo",NA,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,NA,NA
"thailand","tha",NA,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,NA,NA
